organism	ph
Streptomyces ruber	7.2
Streptomyces rubidus	7.2
Streptomyces rubiginosohelvolus	7.2
Streptomyces rubiginosus	7.2
Streptomyces rubrogriseus	7.2
Streptomyces rubrum	7.6
Streptomyces rubrus	7.6
Streptomyces rutgersensis	7.2
Streptomyces salmonis	7.24
Streptomyces sampsonii	7.2
Streptomyces samsunensis	7.2
Streptomyces sanglieri	7.2
Streptomyces sannanensis	7.2
Streptomyces sannurensis	10
Streptomyces sanyensis	7.2
Streptomyces sapporonensis	7.22
Streptomyces scabiei	7.2
Streptomyces scabies	7.2
Streptomyces scabrisporus	7.2
Streptomyces sclerotialus	7.2
Streptomyces scopiformis	7.2
Streptomyces scopuliridis	7.2
Streptomyces sedi	7.2
Streptomyces seoulensis	7.2
Streptomyces septatus	7.2
Streptomyces seranimatus	7.2
Streptomyces serianimatus	7.2
Streptomyces setae	7.2
Streptomyces setonii	7.2
Streptomyces shaanxiensis	7.2
Streptomyces shenzhenensis	7.2
Streptomyces showdoensis	7.2
Streptomyces silaceus	7.2
Streptomyces sindenensis	7.2
Streptomyces sioyaensis	7.2
Streptomyces smyrnaeus	7.2
Streptomyces sodiiphilus	7.25
Streptomyces somaliensis	7.2
Streptomyces sp.	7.2
Streptomyces sparsogenes	7.2
Streptomyces sparsus	7.6
Streptomyces specialis	7.2
Streptomyces spectabilis	7.2
Streptomyces speibonae	7.2
Streptomyces spheroides	7.2
Streptomyces spinoverrucosus	7.2
Streptomyces spiralis	7.2
Streptomyces spiroverticillatus	7.2
Streptomyces spitsbergensis	7.24
Streptomyces spongiae	7.2
Streptomyces sporocinereus	7.2
Streptomyces sporoclivatus	7.2
Streptomyces spororaveus	7.2
Streptomyces sporoverrucosus	7.2
Streptomyces staurosporininus	7.2
Streptomyces stelliscabiei	7.2
Streptomyces stramineus	7.2
Streptomyces subrutilus	7.2
Streptomyces sudanensis	7.2
Streptomyces sulfonofaciens	7.2
Streptomyces sulphureus	7.2
Streptomyces sundarbansensis	7.2
Streptomyces synnematoformans	7.4
Streptomyces syringium	7.2
Streptomyces tanashiensis	7.2
Streptomyces tateyamensis	7.2
Streptomyces tauricus	7.2
Streptomyces tendae	7.2
Streptomyces tenebrarius	7.2
Streptomyces termitum	7.2
Streptomyces thermoalcalitolerans	7.2
Streptomyces thermocarboxydovorans	7.2
Streptomyces thermocarboxydus	7.2
Streptomyces thermocoprophilus	7.2
Streptomyces thermodiastaticus	7.2
Streptomyces thermogriseus	7.2
Streptomyces thermolineatus	7.2
Streptomyces thermonitrificans	7.2
Streptomyces thermospinosisporus	7.2
Streptomyces thermoviolaceus	7.2
Streptomyces thermovulgaris	7.2
Streptomyces thinghirensis	7.2
Streptomyces thioluteus	7.2
Streptomyces torulosus	7.2
Streptomyces toxytricini	7.2
Streptomyces tricolor	7.2
Streptomyces tritolerans	7.2
Streptomyces tsukubensis	7.2
Streptomyces tubercidicus	7.2
Streptomyces tuirus	7.2
Streptomyces tunisiensis	7.2
Streptomyces turgidiscabies	7.2
Streptomyces umbrinus	7.2
Streptomyces variabilis	7.2
Streptomyces variegatus	7.2
Streptomyces varsoviensis	7.2
Streptomyces vastus	7.2
Streptomyces venezuelae	7.2
Streptomyces vietnamensis	7.2
Streptomyces vinaceus	7.2
Streptomyces vinaceusdrappus	7.2
Streptomyces violaceochromogenes	7.2
Streptomyces violaceolatus	7.2
Streptomyces violaceorectus	7.2
Streptomyces violaceoruber	7.2
Streptomyces violaceorubidus	7.2
Streptomyces violaceus	7.2
Streptomyces violaceusniger	7.2
Streptomyces violarus	7.2
Streptomyces violascens	7.2
Streptomyces violatus	7.2
Streptomyces violens	7.2
Streptomyces virens	7.2
Streptomyces virginiae	7.2
Streptomyces viridiflavus	7.2
Streptomyces viridis	7.2
Streptomyces viridiviolaceus	7.2
Streptomyces viridobrunneus	7.2
Streptomyces viridochromogenes	7.19
Streptomyces viridodiastaticus	7.2
Streptomyces viridosporus	7.2
Streptomyces vitaminophileus	7.2
Streptomyces vitaminophilus	7.2
Streptomyces wedmorensis	7.3
Streptomyces wellingtoniae	7.2
Streptomyces werraensis	7.2
Streptomyces willmorei	7.19
Streptomyces wuyuanensis	7.2
Streptomyces xanthochromogenes	7.2
Streptomyces xanthocidicus	7.2
Streptomyces xantholiticus	7.2
Streptomyces xanthophaeus	7.2
Streptomyces xiamenensis	7.2
Streptomyces xinghaiensis	7.2
Streptomyces yanglinensis	7.2
Streptomyces yanii	7.5
Streptomyces yatensis	7.2
Streptomyces yeochonensis	7.2
Streptomyces yerevanensis	7.2
Streptomyces yogyakartensis	7.2
Streptomyces yokosukanensis	7.2
Streptomyces youssoufiensis	7.2
Streptomyces yunnanensis	7.2
Streptomyces zagrosensis	7.2
Streptomyces zaomyceticus	7.2
Streptomyces zhaozhouensis	7.2
Streptosporangium albidum	7.2
Streptosporangium amethystogenes	7.14
Streptosporangium anatoliense	7.2
Streptosporangium brasiliense	7.2
Streptosporangium canum	7.2
Streptosporangium carneum	7.2
Streptosporangium claviforme	7.2
Streptosporangium corrugatum	7.2
Streptosporangium fragile	7.2
Streptosporangium indianense	7.2
Streptosporangium koreanum	7.2
Streptosporangium longisporum	7.2
Streptosporangium nanhuense	7.2
Streptosporangium pseudovulgare	7.2
Streptosporangium purpuratum	7.2
Streptosporangium roseum	7.14
Streptosporangium sandarakinum	7.2
Streptosporangium sp.	7.2
Streptosporangium violaceochromogenes	7.2
Streptosporangium viridialbum	7.15
Streptosporangium viridogriseum	7.2
Streptosporangium vulgare	7.15
Streptosporangium yunnanense	7.2
Streptoverticillium abikoense	7.2
Streptoverticillium albireticuli	7.2
Streptoverticillium alboverticillatum	7.2
Streptoverticillium album	7.2
Streptoverticillium ardum	7.2
Streptoverticillium aureoversile	7.24
Streptoverticillium baldaccii	7.24
Streptoverticillium biverticillatum	7.24
Streptoverticillium blastmyceticum	7.2
Streptoverticillium cinnamoneum	7.22
Streptoverticillium distallicum	7.2
Streptoverticillium ehimense	7.2
Streptoverticillium eurocidicum	7.2
Streptoverticillium fervens	7.24
Streptoverticillium flavopersicum	7.2
Streptoverticillium griseocarneum	7.2
Streptoverticillium griseoverticillatum	7.22
Streptoverticillium hachijoense	7.22
Streptoverticillium hiroshimense	7.24
Streptoverticillium kashmirense	7.2
Streptoverticillium kentuckense	7.2
Streptoverticillium kishiwadense	7.2
Streptoverticillium ladakanum	7.2
Streptoverticillium lavenduligriseum	7.2
Streptoverticillium lilacinum	7.2
Streptoverticillium luteoverticillatum	7.2
Streptoverticillium mashuense	7.2
Streptoverticillium mobaraense	7.2
Streptoverticillium morookaense	7.2
Streptoverticillium netropsis	7.2
Streptoverticillium olivoreticuli	7.2
Streptoverticillium olivoreticulum	7.2
Streptoverticillium olivoverticillatum	7.2
Streptoverticillium orinoci	7.2
Streptoverticillium parvisporogenes	7.2
Streptoverticillium parvisporogenum	7.2
Streptoverticillium rectiverticillatum	7.24
Streptoverticillium roseoverticillatum	7.24
Streptoverticillium salmonis	7.24
Streptoverticillium sapporonense	7.22
Streptoverticillium septatum	7.2
Streptoverticillium syringium	7.2
Streptoverticillium thioluteum	7.2
Streptoverticillium viridoflavum	7.2
Stromatinia gladioli	5.6
Stropharia aeruginosa	5.6
Stropharia albonitens	5.6
Stropharia caerulea	5.6
Stropharia coronilla	5.6
Stropharia hornemannii	5.6
Stropharia rugosoannulata	5.6
Stropharia semiglobata	5.6
Stygiolobus azoricus	2.62
Stysanus stemonitis	5.6
Subtercola boreus	7.2
Subtercola frigoramans	7.2
Subtercola pratensis	7.1
Succiniclasticum ruminis	6.7
Succinimonas amylolytica	6.75
Succinispira mobilis	7.03
Succinivibrio dextrinosolvens	6.75
Suillus bovinus	6.05
Suillus granulatus	6.05
Suillus grevillei	5.82
Suillus luteus	6.05
Suillus placidus	6.05
Suillus tridentinus	6.05
Suillus variegatus	5.6
Sulfitobacter brevis	7.5
Sulfitobacter delicatus	7.6
Sulfitobacter donghicola	7.6
Sulfitobacter dubius	7.6
Sulfitobacter guttiformis	7.5
Sulfitobacter litoralis	7.6
Sulfitobacter marinus	7.6
Sulfitobacter mediterraneus	7.6
Sulfitobacter pontiacus	7.65
Sulfitobacter sp.	7.6
Sulfobacillus acidophilus	2
Sulfobacillus benefaciens	2
Sulfobacillus disulfidooxidans	2.25
Sulfobacillus sibiricus	2.15
Sulfobacillus thermosulfidooxidans	2.1
Sulfobacillus thermotolerans	2.15
Sulfolobus acidocaldarius	2
Sulfolobus brierleyi	2.17
Sulfolobus hakonensis	2
Sulfolobus metallicus	2
Sulfolobus shibatae	2
Sulfolobus solfataricus	5.76
Sulfolobus tokodaii	2
Sulfophobococcus zilligii	7.6
Sulfuricella denitrificans	7.17
Sulfuricurvum kujiense	7.5
Sulfurihydrogenibium azorense	6
Sulfurihydrogenibium subterraneum	7.75
Sulfurimonas autotrophica	6.7
Sulfurimonas denitrificans	8
Sulfurimonas gotlandica	7
Sulfurimonas hongkongensis	8
Sulfurimonas paralvinellae	6.75
Sulfurisoma sediminicola	6.95
Sulfurisphaera ohwakuensis	2
Sulfuritalea hydrogenivorans	6.95
Sulfurivirga caldicuralii	6.8
Sulfurospirillum arcachonense	7
Sulfurospirillum arsenophilum	7.1
Sulfurospirillum barnesii	7.1
Sulfurospirillum carboxydovorans	7.07
Sulfurospirillum cavolei	7.1
Sulfurospirillum deleyianum	7.1
Sulfurospirillum halorespirans	7.1
Sulfurospirillum multivorans	7.2
Sulfurovum aggregans	6.7
Sulfurovum lithotrophicum	6.7
Sutterella parvirubra	7.2
Sutterella stercoricanis	7.2
Sutterella wadsworthensis	7
Suttonella indologenes	7.3
Sydowia polyspora	5.6
Symbiobacterium ostreiconchae	7.65
Symbiobacterium thermophilum	7.65
Symbiobacterium turbinis	7.65
Syntrophaceticus schinkii	6.95
Syntrophobacter fumaroxidans	7.03
Syntrophobacter pfennigii	7.2
Syntrophobacter sulfatireducens	7.17
Syntrophobacter wolinii	7.17
Syntrophobotulus glycolicus	7.17
Syntrophococcus sucromutans	7.01
Syntrophomonas curvata	7.17
Syntrophomonas erecta	7.17
Syntrophomonas palmitatica	6.93
Syntrophomonas sapovorans	7.17
Syntrophomonas wolfei	7.17
Syntrophomonas zehnderi	7.17
Syntrophorhabdus aromaticivorans	6.93
Syntrophothermus lipocalidus	7
Syntrophus aciditrophicus	6.93
Syntrophus gentianae	7.1
Tahibacter aquaticus	7.2
Talaromyces flavus	5.6
Talaromyces helicus	5.6
Talaromyces rotundus	5.6
Talaromyces stipitatus	5.6
Tamlicoccus marinus	7.6
Tateyamaria pelophila	7.6
Tatlockia micdadei	6.9
Tatumella citrea	7
Tatumella morbirosei	7
Tatumella punctata	7
Tatumella terrea	7
Taylorella equigenitalis	7.15
Teichococcus ludipueritiae	7.3
Telmatobacter bradus	7.2
Telmatospirillum siberiense	6.5
Tenacibaculum adriaticum	7.6
Tenacibaculum amylolyticum	7.6
Tenacibaculum discolor	7.6
Tenacibaculum gallaicum	7.6
Tenacibaculum lutimaris	7.6
Tenacibaculum maritimum	7.6
Tenacibaculum mesophilum	7.6
Tenacibaculum ovolyticum	7.6
Tenacibaculum skagerrakense	7.6
Tepidamorphus gemmatus	7.2
Tepidanaerobacter acetatoxydans	7.03
Tepidanaerobacter syntrophicus	6.95
Tepidibacillus fermentans	6.35
Tepidibacter formicigenes	7
Tepidibacter thalassicus	6.88
Tepidimicrobium ferriphilum	6.9
Tepidimicrobium xylanilyticum	8.5
Tepidimonas ignava	7.2
Tepidiphilus margaritifer	7
Tepidiphilus thermophilus	7
Terasakiella pusilla	7.6
Termitomyces sp.	5.6
Terrabacter aeriphilus	7.1
Terrabacter aerolatus	7.1
Terrabacter carboxydivorans	7.2
Terrabacter ginsenosidimutans	7.2
Terrabacter lapilli	7.1
Terrabacter sp.	7.2
Terrabacter terrigena	7.1
Terrabacter tumescens	7.3
Terracoccus luteus	7.3
Terribacillus aidingensis	7.4
Terribacillus goriensis	7.6
Terribacillus halophilus	7.6
Terribacillus saccharophilus	7.6
Terriglobus roseus	7.2
Terriglobus saanensis	7.2
Terriglobus tenax	7.2
Terrimonas ferruginea	7
Terrisporobacter glycolicus	7.13
Terrisporobacter mayombei	7
Tersicoccus phoenicis	7.1
Tessaracoccus bendigoensis	7.3
Tessaracoccus flavescens	7.1
Tessaracoccus lapidicaptus	7.1
Tessaracoccus lubricantis	7.1
Tessaracoccus oleiagri	7.6
Tessaracoccus profundi	7.4
Tetragenococcus halophilus	6.54
Tetragenococcus koreensis	7.1
Tetragenococcus muriaticus	6.35
Tetragenococcus osmophilus	7.1
Tetragenococcus solitarius	7.1
Tetrasphaera australiensis	7.3
Tetrasphaera duodecadis	3.8
Tetrasphaera elongata	7.2
Tetrasphaera japonica	7.3
Tetrasphaera jenkinsii	7.2
Tetrasphaera vanveenii	7.2
Tetrasphaera veronensis	7.2
Tetrathiobacter kashmirensis	7
Tetrathiobacter mimigardefordensis	7
Texcoconibacillus texcoconensis	8.12
Thalassobacillus cyri	7.4
Thalassobacillus devorans	7.6
Thalassobacillus hwangdonensis	7.6
Thalassobacillus pellis	7.6
Thalassobacter arenae	7.6
Thalassobacter stenotrophicus	7.6
Thalassobaculum litoreum	7.6
Thalassobaculum salexigens	7.6
Thalassobius aestuarii	7.6
Thalassobius gelatinovorus	7.6
Thalassobius maritimus	7.6
Thalassobius mediterraneus	7.6
Thalassococcus halodurans	7.6
Thalassolituus oleivorans	7.6
Thalassomonas agarivorans	7.6
Thalassomonas ganghwensis	7.6
Thalassomonas viridans	7.6
Thalassospira lucentensis	7.6
Thalassospira povalilytica	7.6
Thalassospira profundimaris	7.6
Thalassospira sp.	7.54
Thalassospira tepidiphila	7.6
Thalassospira xiamenensis	7.6
Thalassotalea agarivorans	7.6
Thalassotalea ganghwensis	7.6
Thalassotalea piscium	7.6
Thauera aminoaromatica	7.23
Thauera aromatica	7.21
Thauera butanivorans	7.3
Thauera chlorobenzoica	7.23
Thauera linaloolentis	7
Thauera mechernichensis	7.1
Thauera phenylacetica	7.22
Thauera terpenica	7.2
Thermacetogenium phaeum	7.05
Thermaerobacter litoralis	7.6
Thermaerobacter marianensis	7.6
Thermaerobacter nagasakiensis	7.6
Thermaerobacter subterraneus	7.6
Thermanaeromonas toyohensis	6.85
Thermanaerovibrio acidaminovorans	7.2
Thermanaerovibrio velox	7.08
Thermasporomyces composti	7.2
Thermicanus aegyptius	6.8
Thermincola carboxydiphila	6.85
Thermincola ferriacetica	6.95
Thermithiobacillus tepidarius	6.9
Thermoactinomyces candidus	7.22
Thermoactinomyces daqus	7.2
Thermoactinomyces dichotomicus	7.2
Thermoactinomyces intermedius	7.1
Thermoactinomyces peptonophilus	7.2
Thermoactinomyces putidus	7
Thermoactinomyces sacchari	7.22
Thermoactinomyces sp.	7.2
Thermoactinomyces thalpophilus	7.22
Thermoactinomyces vulgaris	7.22
Thermoactinospora rubra	7.2
Thermoanaerobacter brockii	7.22
Thermoanaerobacter cellulolyticus	7.1
Thermoanaerobacter ethanolicus	7.3
Thermoanaerobacter finnii	7.3
Thermoanaerobacter italicus	7.5
Thermoanaerobacter kivui	7
Thermoanaerobacter mathranii	7.1
Thermoanaerobacter pentosaceus	6.95
Thermoanaerobacter pseudethanolicus	7.3
Thermoanaerobacter siderophilus	7.3
Thermoanaerobacter sp.	7.18
Thermoanaerobacter subterraneus	7
Thermoanaerobacter sulfurigignens	7.2
Thermoanaerobacter sulfurophilus	7
Thermoanaerobacter tengcongensis	7.5
Thermoanaerobacter thermohydrosulfuricus	7.3
Thermoanaerobacter uzonensis	7.2
Thermoanaerobacter wiegelii	7.1
Thermoanaerobacter yonseiensis	7.1
Thermoanaerobacterium aciditolerans	6.78
Thermoanaerobacterium aotearoense	7.1
Thermoanaerobacterium bryantii	7.3
Thermoanaerobacterium polysaccharolyticum	5.9
Thermoanaerobacterium saccharolyticum	7.17
Thermoanaerobacterium sp.	6.99
Thermoanaerobacterium thermosaccharolyticum	7.12
Thermoanaerobacterium thermostercoris	7.1
Thermoanaerobacterium thermostercus	7.1
Thermoanaerobacterium thermosulfurigenes	6.78
Thermoanaerobacterium xylanolyticum	7.3
Thermoanaerobacterium zeae	7.08
Thermoanaerobaculum aquaticum	7.1
Thermoanaerobium acetigenum	7.3
Thermoanaerobium brockii	7.3
Thermobacillus composti	2
Thermobacteroides leptospartum	7
Thermobacteroides proteolyticus	7
Thermobifida alba	7.2
Thermobifida cellulosilytica	7.3
Thermobifida fusca	7.26
Thermobifida halotolerans	7.25
Thermobispora bispora	7.2
Thermobrachium celere	7.97
Thermocatellispora tengchongensis	7.2
Thermococcoides shengliensis	7
Thermococcus aegaeicus	7.18
Thermococcus aegaeus	7.18
Thermococcus aggregans	7.18
Thermococcus atlanticus	7.18
Thermococcus barophilus	7.18
Thermococcus barossii	7.18
Thermococcus celer	6.72
Thermococcus celericrescens	7.18
Thermococcus chitonophagus	7.02
Thermococcus coalescens	7.18
Thermococcus fumicolans	7.18
Thermococcus gammatolerans	7.05
Thermococcus gorgonarius	7.18
Thermococcus guaymasensis	7.18
Thermococcus litoralis	7.04
Thermococcus marinus	7.05
Thermococcus pacificus	7.18
Thermococcus peptonophilus	6.84
Thermococcus profundus	6.84
Thermococcus radiotolerans	7.05
Thermococcus sibiricus	7.18
Thermococcus siculi	7.18
Thermococcus sp.	7.18
Thermococcus stetteri	7.08
Thermococcus thioreducens	7.18
Thermococcus waiotapuensis	7
Thermococcus zilligii	7.3
Thermocrinis albus	7
Thermocrinis ruber	7
Thermocrispum agreste	7.2
Thermocrispum municipale	7.2
Thermodesulfatator atlanticus	7
Thermodesulfatator indicus	7
Thermodesulfobacterium commune	7.1
Thermodesulfobacterium hveragerdense	7.8
Thermodesulfobacterium hydrogeniphilum	6.82
Thermodesulfobacterium mobile	7.8
Thermodesulfobacterium sp.	7.8
Thermodesulfobacterium thermophilum	7.8
Thermodesulfobium narugense	6.15
Thermodesulforhabdus norvegica	6.9
Thermodesulforhabdus norvegicus	6.9
Thermodesulfovibrio aggregans	7.8
Thermodesulfovibrio hydrogeniphilus	6.93
Thermodesulfovibrio islandicus	7.8
Thermodesulfovibrio thiophilus	7.03
Thermodesulfovibrio yellowstonii	7.5
Thermodiscus maritimus	5.5
Thermofilum librum	2
Thermofilum pendens	5.2
Thermoflavimicrobium dichotomicum	7.2
Thermogemmatispora carboxidivorans	8.5
Thermogymnomonas acidicola	3
Thermohalobacter berrensis	5.7
Thermohydrogenium kirishiense	7.1
Thermolithobacter carboxydivorans	7.3
Thermolithobacter ferrireducens	6.9
Thermolongibacillus altinsuensis	7.3
Thermolongibacillus kozakliensis	7.3
Thermomicrobium roseum	8.5
Thermomonas brevis	7.3
Thermomonas fusca	7.3
Thermomonas haemolytica	7.3
Thermomonospora alba	7.2
Thermomonospora chromogena	7.14
Thermomonospora curvata	7.2
Thermomonospora formosensis	7.2
Thermomonospora fusca	7.26
Thermomonospora mesophila	7.2
Thermomonospora mesouviformis	7.2
Thermomyces lanuginosus	7.2
Thermonema rossianum	7.2
Thermophagus xiamenensis	7.1
Thermoplasma acidophilum	1.5
Thermoplasma volcanium	2
Thermoproteus neutrophilus	4.25
Thermoproteus tenax	5.5
Thermoproteus uzoniensis	6.9
Thermosediminibacter litoriperuensis	7
Thermosediminibacter oceani	7
Thermosinus carboxydivorans	7.3
Thermosipho affectus	6.78
Thermosipho africanus	6.6
Thermosipho atlanticus	7
Thermosipho globiformans	6
Thermosipho japonicus	6
Thermosipho melanesiensis	6.5
Thermosphaera aggregans	6.5
Thermosulfidibacter takaii	6.4
Thermosulfurimonas dismutans	6.88
Thermosyntropha lipolytica	7.75
Thermoterrabacterium ferrireducens	6.9
Thermotoga caldifontis	6.8
Thermotoga elfii	7
Thermotoga hypogea	7.3
Thermotoga lettingae	7
Thermotoga maritima	6.65
Thermotoga naphthophila	6.75
Thermotoga neapolitana	6.5
Thermotoga petrophila	6.75
Thermotoga profunda	6.8
Thermotoga sp.	7.1
Thermotoga subterranea	7
Thermotoga thermarum	7
Thermotomaculum hydrothermale	6.7
Thermovenabulum gondwanense	7
Thermovibrio ammonificans	5.7
Thermovibrio guaymasensis	6.82
Thermovibrio ruber	6.5
Thermovirga lienii	7.08
Thermovorax subterraneus	7
Thermus antranikianii	7.2
Thermus aquaticus	7.2
Thermus composti	7.1
Thermus filiformis	7.2
Thermus igniterrae	7.2
Thermus islandicus	7.2
Thermus kawarayensis	7
Thermus profundus	6.84
Thermus ruber	8
Thermus scotoductus	7.85
Thermus sp.	7.2
Thermus thermophilus	7.18
Thialkalivibrio halophilus	8.12
Thialkalivibrio jannaschii	10
Thialkalivibrio thiocyanodenitrificans	10
Thielaviopsis basicola	7.2
Thioalbus denitrificans	6.7
Thioalkalibacter halophilus	8.5
Thioalkalimicrobium microaerophilum	9.25
Thioalkalivibrio halophilus	8.12
Thioalkalivibrio jannaschii	10
Thioalkalivibrio thiocyanodenitrificans	10
Thiobaca trueperi	7.05
Thiobacillus acidophilus	3.5
Thiobacillus albertis	4.55
Thiobacillus aquaesulis	7.25
Thiobacillus caldus	2
Thiobacillus concretivorus	3.82
Thiobacillus cuprinus	5.57
Thiobacillus delicatus	5.57
Thiobacillus denitrificans	8
Thiobacillus ferrooxidans	2.49
Thiobacillus halophilus	7.15
Thiobacillus hydrothermalis	7.5
Thiobacillus neapolitanus	7.65
Thiobacillus novellus	7.9
Thiobacillus perometabolis	6
Thiobacillus plumbophilus	6
Thiobacillus prosperus	2.1
Thiobacillus sp.	4.2
Thiobacillus tepidarius	6.9
Thiobacillus thiooxidans	3.82
Thiobacillus thioparus	7.07
Thiobacillus thiophilus	8
Thiobacillus thyasiris	7.52
Thiobacillus versutus	8.5
Thiobacter subterraneus	6.7
Thiocapsa imhoffii	9.38
Thiocapsa marina	7.05
Thiocapsa pendens	7.13
Thiocapsa pfennigii	7.05
Thiocapsa rosea	7.05
Thiocapsa roseopersicina	7.05
Thioclava pacifica	7.6
Thiococcus pfennigii	7.05
Thiocystis violacea	7.05
Thiocystis violascens	7.05
Thiofaba tepidiphila	6.5
Thiohalobacter thiocyanaticus	7.32
Thiohalocapsa marina	7.1
Thiohalomonas denitrificans	7.32
Thiohalomonas nitratireducens	7.32
Thiohalophilus thiocyanatoxydans	7.32
Thiohalophilus thiocyanoxidans	7.32
Thiohalorhabdus denitrificans	7.32
Thiohalospira alkaliphila	8.25
Thiohalospira halophila	7.32
Thiolamprovum pedioforme	7.3
Thiomicrospira arctica	7.15
Thiomicrospira chilensis	7.67
Thiomicrospira crunogena	7.67
Thiomicrospira denitrificans	8
Thiomicrospira frisia	7.67
